 
999 	109 	999 	128 	999 	148 	999 	184 	180 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
999 	999 	78 	999 	999 	999 	999 	127 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
999 	78 	999 	86 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	271 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
128 	999 	86 	999 	280 	102 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
148 	999 	999 	280 	999 	999 	332 	999 	999 	999 	999 	218 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
148 	999 	999 	102 	999 	999 	76 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
999 	999 	999 	999 	332 	76 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
184 	127 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	218 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
180 	999 	999 	999 	999 	999 	999 	999 	999 	999 	66 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
178 	999 	999 	999 	999 	999 	999 	999 	999 	999 	88 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	66 	88 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
999 	999 	999 	999 	218 	999 	999 	999 	999 	999 	999 	999 	264 	999 	999 	999 	999 	999 	26 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	264 	999 	180 	77 	160 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	180 	999 	107 	999 	93 	112 	999 	999 	110 	999 	999 	999 	999 	116 	177 	999 	999 	999 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	77 	107 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
999 	999 	271 	999 	999 	999 	999 	999 	999 	999 	999 	999 	160 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	93 	999 	999 	999 	999 	138 	118 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	112 	999 	999 	999 	999 	999 	999 	999 	68 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	26 	999 	999 	999 	999 	138 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	118 	999 	999 	999 	999 	999 	999 	999 	188 	999 	999 	999 	999 	999 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	110 	999 	999 	999 	999 	999 	999 	999 	260 	999 	999 	999 	999 	999 	2 	999 	999 	999 	 
